#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 120  16
# Band-Index    1
   0.00000    -14.786784
   0.02919    -14.784310
   0.05838    -14.776890
   0.08756    -14.764547
   0.11675    -14.747317
   0.14594    -14.725255
   0.17513    -14.698431
   0.20432    -14.666927
   0.23351    -14.630849
   0.26269    -14.590316
   0.29188    -14.545470
   0.32107    -14.496477
   0.35026    -14.443519
   0.37945    -14.386813
   0.40864    -14.326607
   0.43782    -14.263190
   0.46701    -14.196896
   0.49620    -14.128115
   0.52539    -14.057314
   0.55458    -13.985049
   0.58377    -13.912001
   0.61295    -13.839005
   0.64214    -13.767056
   0.67133    -13.697335
   0.70052    -13.631211
   0.72971    -13.570019
   0.75889    -13.514816
   0.78808    -13.466200
   0.81727    -13.424098
   0.84646    -13.387965
   0.87565    -13.357134
   0.90484    -13.330857
   0.93402    -13.308580
   0.96321    -13.289874
   0.99240    -13.274403
   1.02159    -13.261970
   1.05078    -13.252405
   1.07997    -13.245620
   1.10915    -13.241587
   1.13834    -13.240243
   1.13834    -13.240243
   1.15503    -13.239709
   1.17171    -13.238118
   1.18840    -13.235472
   1.20509    -13.231776
   1.22177    -13.227045
   1.23846    -13.221280
   1.25514    -13.214503
   1.27183    -13.206734
   1.28852    -13.197979
   1.30520    -13.188282
   1.32189    -13.177653
   1.33857    -13.166155
   1.35526    -13.153815
   1.37194    -13.140643
   1.38863    -13.126686
   1.40532    -13.112006
   1.42200    -13.096631
   1.43869    -13.080623
   1.45537    -13.064025
   1.47206    -13.046901
   1.48875    -13.029312
   1.50543    -13.011316
   1.52212    -12.992985
   1.53880    -12.974400
   1.55549    -12.955625
   1.57218    -12.936754
   1.58886    -12.917865
   1.60555    -12.899045
   1.62223    -12.880391
   1.63892    -12.861990
   1.65561    -12.843955
   1.67229    -12.826377
   1.68898    -12.809385
   1.70566    -12.793091
   1.72235    -12.777606
   1.73903    -12.763066
   1.75572    -12.749671
   1.77241    -12.737786
   1.78909    -12.729094
   1.78909    -12.729094
   1.82246    -12.750736
   1.85583    -12.773938
   1.88919    -12.798669
   1.92256    -12.824846
   1.95593    -12.852367
   1.98929    -12.881186
   2.02266    -12.911170
   2.05603    -12.942211
   2.08939    -12.974236
   2.12276    -13.007083
   2.15613    -13.040665
   2.18949    -13.074842
   2.22286    -13.139067
   2.25623    -13.221477
   2.28959    -13.307606
   2.32296    -13.396570
   2.35633    -13.487465
   2.38969    -13.579462
   2.42306    -13.671775
   2.45643    -13.763629
   2.48979    -13.854343
   2.52316    -13.943296
   2.55653    -14.029911
   2.58989    -14.113649
   2.62326    -14.194031
   2.65663    -14.270617
   2.68999    -14.343004
   2.72336    -14.410848
   2.75673    -14.473812
   2.79009    -14.531611
   2.82346    -14.583996
   2.85683    -14.630739
   2.89019    -14.671638
   2.92356    -14.706531
   2.95693    -14.735270
   2.99029    -14.757742
   3.02366    -14.773856
   3.05703    -14.783550
   3.09039    -14.786783
 
# Band-Index    2
   3.09039    -13.737305
   3.05703    -13.736062
   3.02366    -13.732345
   2.99029    -13.726179
   2.95693    -13.717594
   2.92356    -13.706633
   2.89019    -13.693353
   2.85683    -13.677825
   2.82346    -13.660131
   2.79009    -13.640362
   2.75673    -13.618622
   2.72336    -13.595015
   2.68999    -13.569668
   2.65663    -13.542708
   2.62326    -13.514258
   2.58989    -13.484465
   2.55653    -13.453473
   2.52316    -13.421404
   2.48979    -13.388453
   2.45643    -13.354742
   2.42306    -13.320410
   2.38969    -13.285609
   2.35633    -13.250487
   2.32296    -13.215179
   2.28959    -13.179803
   2.25623    -13.144549
   2.22286    -13.109513
   2.18949    -13.061297
   2.15613    -12.989097
   2.12276    -12.923313
   2.08939    -12.864725
   2.05603    -12.813986
   2.02266    -12.771643
   1.98929    -12.738006
   1.95593    -12.713233
   1.92256    -12.697263
   1.88919    -12.689823
   1.85583    -12.690469
   1.82246    -12.698597
   1.78909    -12.713468
   1.78909    -12.713468
   1.77241    -12.706326
   1.75572    -12.697629
   1.73903    -12.688961
   1.72235    -12.680570
   1.70566    -12.672523
   1.68898    -12.664838
   1.67229    -12.657547
   1.65561    -12.650645
   1.63892    -12.644121
   1.62223    -12.637969
   1.60555    -12.632184
   1.58886    -12.626762
   1.57218    -12.621690
   1.55549    -12.616960
   1.53880    -12.612566
   1.52212    -12.608483
   1.50543    -12.604712
   1.48875    -12.601234
   1.47206    -12.598037
   1.45537    -12.595104
   1.43869    -12.592429
   1.42200    -12.589995
   1.40532    -12.587786
   1.38863    -12.585791
   1.37194    -12.583995
   1.35526    -12.582385
   1.33857    -12.580948
   1.32189    -12.579675
   1.30520    -12.578554
   1.28852    -12.577573
   1.27183    -12.576724
   1.25514    -12.575995
   1.23846    -12.575380
   1.22177    -12.574871
   1.20509    -12.574463
   1.18840    -12.574152
   1.17171    -12.573932
   1.15503    -12.573802
   1.13834    -12.573758
   1.13834    -12.573758
   1.10915    -12.578681
   1.07997    -12.593321
   1.05078    -12.617307
   1.02159    -12.650012
   0.99240    -12.690608
   0.96321    -12.738087
   0.93402    -12.791284
   0.90484    -12.848868
   0.87565    -12.909376
   0.84646    -12.971190
   0.81727    -13.032635
   0.78808    -13.091997
   0.75889    -13.147872
   0.72971    -13.199362
   0.70052    -13.246187
   0.67133    -13.288674
   0.64214    -13.327462
   0.61295    -13.363248
   0.58377    -13.396618
   0.55458    -13.428025
   0.52539    -13.457749
   0.49620    -13.485979
   0.46701    -13.512841
   0.43782    -13.538369
   0.40864    -13.562577
   0.37945    -13.585440
   0.35026    -13.606908
   0.32107    -13.626938
   0.29188    -13.645480
   0.26269    -13.662463
   0.23351    -13.677836
   0.20432    -13.691550
   0.17513    -13.703541
   0.14594    -13.713769
   0.11675    -13.722193
   0.08756    -13.728783
   0.05838    -13.733509
   0.02919    -13.736353
   0.00000    -13.737305
 
# Band-Index    3
   0.00000     -6.318974
   0.02919     -6.315636
   0.05838     -6.305726
   0.08756     -6.289259
   0.11675     -6.266335
   0.14594     -6.237034
   0.17513     -6.201491
   0.20432     -6.159923
   0.23351     -6.112458
   0.26269     -6.059602
   0.29188     -6.001654
   0.32107     -5.939108
   0.35026     -5.872735
   0.37945     -5.803559
   0.40864     -5.733142
   0.43782     -5.663953
   0.46701     -5.600127
   0.49620     -5.548022
   0.52539     -5.515641
   0.55458     -5.507378
   0.58377     -5.519623
   0.61295     -5.544791
   0.64214     -5.577011
   0.67133     -5.613963
   0.70052     -5.656501
   0.72971     -5.709624
   0.75889     -5.781064
   0.78808     -5.876048
   0.81727     -5.990055
   0.84646     -6.112932
   0.87565     -6.236272
   0.90484     -6.354555
   0.93402     -6.464459
   0.96321     -6.563615
   0.99240     -6.650280
   1.02159     -6.723151
   1.05078     -6.780947
   1.07997     -6.822810
   1.10915     -6.848259
   1.13834     -6.856779
   1.13834     -6.856779
   1.15503     -6.855737
   1.17171     -6.852635
   1.18840     -6.847461
   1.20509     -6.840224
   1.22177     -6.830941
   1.23846     -6.819609
   1.25514     -6.806248
   1.27183     -6.790879
   1.28852     -6.773485
   1.30520     -6.754133
   1.32189     -6.732849
   1.33857     -6.709643
   1.35526     -6.684546
   1.37194     -6.657578
   1.38863     -6.628781
   1.40532     -6.598190
   1.42200     -6.565854
   1.43869     -6.531821
   1.45537     -6.496074
   1.47206     -6.458677
   1.48875     -6.419713
   1.50543     -6.379158
   1.52212     -6.337064
   1.53880     -6.293559
   1.55549     -6.248618
   1.57218     -6.202374
   1.58886     -6.154845
   1.60555     -6.106108
   1.62223     -6.056247
   1.63892     -6.005346
   1.65561     -5.953539
   1.67229     -5.900922
   1.68898     -5.847771
   1.70566     -5.794408
   1.72235     -5.741304
   1.73903     -5.689435
   1.75572     -5.640850
